,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
33182,10026,108 WEST 116 STREET,4,P,2018,9240,1,8,9,20,20,329373,451737,1900,2004,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33185,10026,241 CENTRAL PARK NORTH,2,P,5000,21114,1,30,30,50,50,438300,1693350,1900,1986,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33186,10026,235 CENTRAL PARK NORTH,3,P,21479,86124,5,91,91,125,125,720000,6207300,1915,1984,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33187,10026,225 CENTRAL PARK NORTH,3,P,12500,53098,1,58,58,125,125,405000,1593450,1926,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33188,10026,211 CENTRAL PARK NORTH,3,P,7092,30224,1,25,25,100,100,315000,1334250,1926,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33189,10026,207 CENTRAL PARK NORTH,3,P,10000,41070,1,30,30,100,100,315000,2012850,1921,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33190,10026,1810 ADAM C POWELL BLVD,3,P,15138,65286,1,48,48,100.92,100,436500,2991150,1920,1988,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33191,10026,204 WEST 111 STREET,2,P,3591,14532,1,18,18,50,50,67500,431550,1910,1989,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33192,10026,208 WEST 111 STREET,2,P,3591,14532,1,18,18,50,50,90000,436950,1910,1989,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33193,10026,212 WEST 111 STREET,2,P,5046,20826,1,30,30,50,50,225000,634050,1910,1989,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33194,10026,216 WEST 111 STREET,2,P,5046,20826,1,30,30,50,50,225000,468450,1910,1989,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33195,10026,226 WEST 111 STREET,2,P,4490,18174,1,25,25,62.5,62,145800,1174950,1910,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33196,10026,240 WEST 111 STREET,2,P,3591,14490,1,18,18,50,50,225000,427500,1930,1990,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33199,10026,257 WEST 111 STREET,3,P,42889,105273,1,113,113,275,160,900000,5503050,1985,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33200,10026,241 WEST 111 STREET,3,P,5046,21408,1,18,18,50,50,180000,713250,1920,1985,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33202,10026,233 WEST 111 STREET,3,P,5046,21024,1,25,25,50,50,126000,368100,1920,1991,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33203,10026,229 WEST 111 STREET,3,P,5046,21024,1,18,18,50,50,180000,761850,1920,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33204,10026,217 WEST 111 STREET,2,P,5046,20976,1,25,25,50,50,101250,423450,1920,1991,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33205,10026,213 WEST 111 STREET,2,P,5046,20976,1,24,24,50,50,112500,480150,1920,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33206,10026,211 WEST 111 STREET,2,P,1716,3876,1,6,7,17,17,33575,60699,1900,1951,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33207,10026,205 WEST 111 STREET,2,P,5046,21156,1,24,24,50,50,102150,384300,1900,1991,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33208,10026,1836 ADAM C POWELL BLVD,2,P,3392,15175,1,15,15,33.92,33,90000,384300,1900,1991,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33209,10026,1838 ADAM C POWELL BLVD,4,P,3350,12985,1,15,16,33.5,33,85500,809550,1900,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33210,10026,1840 ADAM C POWELL BLVD,2,P,3350,12985,1,15,16,33.5,33,90000,351900,1925,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33211,10026,1842 ADAM C POWELL BLVD,2,P,3000,11010,1,10,10,30,30,112660,287402,1900,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33212,10026,200 WEST 112 STREET,2,P,7092,29269,1,18,21,100,70,180000,893700,1900,2002,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33213,10026,206 WEST 112 STREET,1,P,1682,2736,1,2,2,16.67,17,10100,45571,1900,2005,1,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33214,10026,208 WEST 112 STREET,1,P,1682,2496,1,2,2,16.67,16,3328,8990,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33216,10026,212 WEST 112 STREET,1,P,1716,3800,1,2,2,17,17,11241,49756,1900,2007,1,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33218,10026,218 WEST 112 STREET,3,O,7569,40264,1,42,42,75,72,270000,1187550,1920,1991,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33220,10026,230 WEST 112 STREET,1,P,1716,2907,1,2,2,17,17,14844,56004,1909,2001,1,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33221,10026,234 WEST 112 STREET,2,P,1615,3456,1,8,8,16,16,88805,123580,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33223,10026,238 WEST 112 STREET,2,P,3364,11940,1,10,10,33.33,33,153766,213548,1890,1998,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33224,10026,240 WEST 112 STREET,2,P,3364,11630,1,10,10,33.33,33,203808,283567,1900,1998,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33225,10026,242 WEST 112 STREET,2,P,3364,11630,1,16,16,33.33,33,90000,289350,1900,2006,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33226,10026,244 WEST 112 STREET,3,P,15138,54000,1,62,62,150,0,946800,4324050,2002,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33227,10026,207 WEST 111 STREET,2,P,1716,2805,1,3,3,17,17,2247,9276,1890,2001,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33229,10026,226 WEST 112 STREET,2,P,1716,3213,1,8,8,17,17,41558,57920,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33233,10026,2074 FREDRICK DOUGLASS BL,4,P,2523,9362,1,13,15,25.23,25,180000,824850,1900,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33234,10026,2076 FREDRICK DOUGLASS BL,4,P,2523,9734,1,13,14,25.23,25,90000,367650,1900,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33236,10026,249 WEST 112 STREET,8,C,51267,91620,1,0,4,198.5,148,1413000,7442100,1938,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Public Facility,Central Harlem
33237,10026,227 WEST 112 STREET,2,P,1817,2880,1,10,10,18,18,46910,122531,1900,2002,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33238,10026,225 WEST 112 STREET,1,P,1817,4320,1,2,2,18,18,4692,49140,1910,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33243,10026,218 WEST 113 STREET,2,P,5046,21504,1,24,24,50,50,180000,426600,1910,1987,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33244,10026,226 WEST 113 STREET,3,P,5046,23050,1,18,18,50,50,135000,1059750,1920,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33245,10026,230 WEST 113 STREET,3,P,5046,23106,1,26,26,50,50,135000,951300,1920,1987,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33250,10026,280 WEST 113 STREET,2,P,2826,10500,1,20,20,28,27,112500,495900,1910,2005,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33251,10026,2084 FREDRICK DOUGLASS BL,4,P,2514,11330,1,9,10,25.92,25,62815,273569,1910,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33252,10026,2080 8 AVENUE,4,P,4850,35058,1,30,31,50,50,303300,1850400,2010,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33253,10026,229 WEST 112 STREET,2,P,1817,3600,1,3,3,18,18,10430,34225,1910,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33255,10026,274 WEST 113 STREET,1,P,1817,3988,1,2,2,18,18,8361,37336,1890,2004,1,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33262,10026,2090 FREDRICK DOUGLASS BL,4,P,2542,11615,1,13,16,25.42,25,90000,721350,1900,0,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33263,10026,2092 FREDRICK DOUGLASS BL,4,P,2500,9640,1,13,14,25,25,180000,616050,1900,2001,1,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33267,10026,267 WEST 113 STREET,2,P,3532,13553,1,12,12,35,35,135000,424800,1920,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33268,10026,265 WEST 113 STREET,2,P,1817,3600,1,3,3,18,18,10622,42472,1900,2008,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33270,10026,259 WEST 113 STREET,2,P,1817,3600,1,3,3,18,18,3587,16999,1900,2002,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33271,10026,257 WEST 113 STREET,2,P,1810,2691,1,9,9,17.94,17,25934,36199,1900,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33272,10026,253 WEST 113 STREET,2,P,1810,3952,1,9,9,17.94,17,10387,32031,1900,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33273,10026,247 WEST 113 STREET,3,P,5046,21756,1,25,25,50,50,90000,693000,1920,1995,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33274,10026,243 WEST 113 STREET,3,P,5046,21756,1,24,24,50,50,98100,766350,1920,1989,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33278,10026,231 WEST 113 STREET,1,P,1682,2496,1,2,2,16.67,16,3225,9069,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33280,10026,225 WEST 113 STREET,2,P,1682,3296,1,3,3,16.67,16,9482,39338,1890,2006,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33282,10026,203 WEST 113 STREET,3,P,5046,28784,1,24,24,50,50,450000,935550,1920,1987,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33283,10026,1864 ADAM C POWELL BLVD,3,P,10092,55917,1,35,35,100.92,100,405000,1789650,1920,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33284,10026,1878 ADAM C POWELL BLVD,3,P,10092,61710,1,51,51,100.92,100,405000,1378350,1925,1996,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. w Elevator,Central Harlem
33285,10026,202 WEST 114 STREET,2,O,30276,116100,11,165,165,300,275,2241000,4595319,1900,1978,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33286,10026,226 WEST 114 STREET,2,O,27753,116600,11,165,165,275,275,2054250,3139173,1910,1986,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33288,10026,255 WEST 113 STREET,2,P,1817,3600,1,3,3,18,18,4021,13436,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33290,10026,227 WEST 113 STREET,1,P,1682,2488,1,1,1,16.67,16,2843,9492,1890,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,1&2 Faml. ,Central Harlem
33293,10026,277 WEST 114 STREET,2,O,2523,9155,1,11,11,25,25,85050,386100,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33294,10026,275 WEST 114 STREET,2,O,2523,9270,1,11,11,25,25,85050,391050,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33295,10026,273 WEST 114 STREET,2,O,2523,9270,1,11,11,25,25,85050,391050,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33296,10026,271 WEST 114 STREET,2,O,2523,9270,1,11,11,25,25,85050,391050,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33297,10026,269 WEST 114 STREET,2,O,2523,9270,1,11,11,25,25,85050,391050,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33298,10026,267 WEST 114 STREET,2,O,2523,9155,1,11,11,25,25,85050,386100,1910,1986,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33299,10026,265 WEST 114 STREET,2,O,2523,9155,14,11,11,25,25,85050,386100,1910,0,0,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33300,10026,263 WEST 114 STREET,2,O,2523,9155,1,11,11,25,25,85050,386100,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Multi Faml. ,Central Harlem
33301,10026,261 WEST 114 STREET,4,O,2523,9155,1,8,9,25,25,159342,190057,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
33302,10026,259 WEST 114 STREET,4,O,2523,9270,1,8,9,25,25,153417,191124,1910,1988,1,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,36797,110734,47264,79815,32424,0.076,16384,11973,0.812,0.087,0.299,0.08,Resi. & Cml.,Central Harlem
