,ZipCode,Address,LandUse,OwnerType,LotArea,BldgArea,NumBldgs,UnitsRes,UnitsTotal,LotFront,BldgFront,AssessLand,AssessTot,YearBuilt,YearAlter,IfAlter,ResidFAR,CommFAR,FacilFAR,Central Harlem,Chelsea & Clinton,East Harlem,Gramercy Park and Murray Hill,GV & Soho,L Manhattan,L. East Side,U Eest Side,U West Side,WAHI,LandUse_1,LandUse_10,LandUse_11,LandUse_2,LandUse_3,LandUse_4,LandUse_5,LandUse_6,LandUse_7,LandUse_8,LandUse_9,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X,Population,PopDensity,MedIncome,AvgIncome,PerCapitaIncome,HighIncomeHouse,NumofHouses,NumofCondos,EduRate,UnemployedRate,MarriedRate,DivorcedRate,LandUseStr,Zone
31227,10027,29 MT MORRIS PARK WEST,1,P,1600,3060,1,2,2,20,20,11659,42285,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31228,10027,30 MT MORRIS PARK WEST,2,P,1600,3060,2,6,6,20,20,44015,69401,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31229,10027,4 WEST 123 STREET,1,P,1682,2547,1,1,1,16.67,17,4421,17149,1909,1995,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31230,10027,8 WEST 123 STREET,2,P,1682,3334,1,3,3,16.67,17,15219,52884,1909,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31231,10027,10 WEST 123 STREET,1,P,1682,3400,1,2,2,16.67,16.67,6054,22866,1899,2003,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31232,10027,14 WEST 123 STREET,2,P,1682,2547,1,6,6,16.67,17,26288,41459,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31233,10027,16 WEST 123 STREET,2,P,1716,2598,1,6,6,17,17,27256,36829,1909,2015,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31234,10027,20 WEST 123 STREET,1,P,1640,3200,1,2,2,16.25,16.25,4618,20578,1899,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31235,10027,22 WEST 123 STREET,2,P,1640,2484,1,4,4,16.25,16,36867,60542,1909,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31236,10027,26 WEST 123 STREET,2,P,1817,2751,1,11,11,18,18,7650,115650,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31237,10027,28 WEST 123 STREET,1,P,1181,3900,1,2,2,13,13,10301,31746,1899,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31238,10027,36 WEST 123 STREET,8,P,3633,14372,1,0,1,40,40,49050,217800,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31239,10027,260 LENOX AVENUE,4,P,1756,5896,1,3,5,23.42,23,35045,52688,1910,2000,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31240,10027,262 LENOX AVENUE,8,P,1500,4624,1,0,1,20,20,33750,98550,1915,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31241,10027,264 LENOX AVENUE,4,P,1350,3600,1,2,3,18,18,3438,8060,1899,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31242,10027,266 LENOX AVENUE,2,P,1350,2700,1,4,4,18,18,21628,32735,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31243,10027,268 LENOX AVENUE,4,P,1350,2700,1,5,6,18,18,23689,31274,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31244,10027,25 WEST 123 STREET,2,P,2523,6592,1,4,4,25,25,137605,286767,1940,1999,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31245,10027,23 WEST 123 STREET,2,P,2523,9505,1,5,5,25,25,38221,57920,1940,2001,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31246,10027,21 WEST 123 STREET,2,P,1670,2580,1,3,3,16.5,16.5,12560,40204,1909,1999,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31247,10027,19 WEST 123 STREET,2,P,1670,2880,1,3,3,16.5,16.5,11613,40320,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31248,10027,17 WEST 123 STREET,2,P,1670,2580,1,4,4,16.5,16.5,19117,36199,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31249,10027,15 WEST 123 STREET,3,P,5079,23946,1,25,25,50.33,50,40050,510750,1935,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31250,10027,9 WEST 123 STREET,1,P,1867,4814,1,1,1,18.5,19,7377,29008,1910,2009,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31251,10027,7 WEST 123 STREET,2,P,1892,4508,1,8,8,18.75,19,51619,81428,1910,1989,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31252,10027,5 WEST 123 STREET,2,P,1892,3090,1,4,4,18.75,19,28249,42708,1909,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31253,10027,3 WEST 123 STREET,2,P,1917,3321,1,4,4,19,19,47993,72605,1909,1985,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31254,10027,31 MT MORRIS PARK WEST,8,P,2540,10370,1,0,1,25.25,25,38700,96750,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31255,10027,32 MT MORRIS PARK WEST,1,P,2392,5512,1,2,2,23.92,24,15313,81383,1909,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31256,10027,33 MT MORRIS PARK WEST,2,P,2650,6156,1,10,10,26.5,27,45841,72400,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31257,10027,34 MT MORRIS PARK WEST,2,P,2525,5848,1,4,4,25.25,25,37682,56954,1910,1987,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31258,10027,35 MT MORRIS PARK WEST,3,P,10092,50500,1,32,32,100.92,101,108900,1329300,1900,1980,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31259,10027,54 WEST 124 STREET,2,P,1892,2808,1,3,3,18.75,18.75,10433,37440,1909,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31260,10027,56 WEST 124 STREET,2,P,1892,3752,1,3,3,18.75,19,9199,64045,1909,2009,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31261,10027,58 WEST 124 STREET,2,P,1892,3744,1,3,3,18.75,19,9904,37946,1910,1998,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31262,10027,60 WEST 124 STREET,2,P,1892,5304,1,5,5,18.75,19,57448,124921,1909,2008,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31263,10027,62 WEST 124 STREET,3,P,7569,34124,2,41,41,75,50,119250,462600,1900,2007,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31264,10027,276 LENOX AVENUE,8,X,11358,59521,1,0,1,50.42,50,158391,767241,1918,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31265,10027,274 LENOX AVENUE,4,P,1350,3834,1,4,5,18,18,41380,56093,1910,2013,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31266,10027,272 LENOX AVENUE,4,P,1350,3600,1,2,3,18,18,34286,79360,1910,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31267,10027,270 LENOX AVENUE,4,P,1350,4552,1,3,4,18,18,80104,99009,1910,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31268,10027,246 LENOX AVENUE,1,P,2200,5368,1,2,2,22,22,8046,57167,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31269,10027,17 WEST 122 STREET,1,P,1875,4045,1,1,1,18.58,19,18046,70095,1910,2007,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31270,10027,9 WEST 122 STREET,2,P,1875,3117,1,5,5,18.58,19,45790,69401,1910,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31271,10027,27 MT MORRIS PARK WEST,1,P,1600,4000,1,2,2,20,20,7844,25380,1899,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31272,10027,2 WEST 123 STREET,1,P,2018,6000,1,2,2,20,20,18307,57468,1909,2001,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31273,10027,6 WEST 123 STREET,2,P,1682,3396,1,8,8,16.67,17,50665,80078,1909,0,0,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31274,10027,12 WEST 123 STREET,2,P,1682,2547,1,6,6,16.67,17,26288,41459,1910,1988,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31275,10027,18 WEST 123 STREET,2,P,1640,2484,1,6,6,16.25,16,22299,35042,1909,1987,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31276,10027,24 WEST 123 STREET,2,P,1640,2484,1,11,11,16.25,16,17100,118800,1909,1987,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31277,10027,30 WEST 123 STREET,1,P,1181,3900,1,2,2,13,13,11622,31958,1899,2005,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,1&2 Faml. ,Central Harlem
31278,10027,32 WEST 123 STREET,8,P,3088,10018,1,0,1,34,34,61200,207900,1909,1986,1,3.44,0,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31280,10027,280 LENOX AVENUE,4,P,5800,24122,4,17,20,57,19,234900,726300,1900,1986,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31281,10027,286 LENOX AVENUE,4,P,4172,7360,1,14,15,43.92,44,94050,480600,1915,1962,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31284,10027,63 WEST 124 STREET,3,P,13875,52074,1,57,57,21,137,249750,2070900,2001,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. w Elevator,Central Harlem
31285,10027,43 WEST 124 STREET,8,P,16400,10000,1,0,1,162.5,96,147150,399150,1962,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31286,10027,41 WEST 124 STREET,8,P,2523,7375,1,0,1,25,25,35100,128250,1909,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31287,10027,31 WEST 124 STREET,2,P,4289,25871,1,90,90,42.5,40,264600,1232550,1910,1993,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31289,10027,23 WEST 124 STREET,8,P,2523,5069,1,0,1,25,25,34200,169650,1909,1996,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31290,10027,21 WEST 124 STREET,8,P,2523,6141,1,0,1,25,25,27900,75150,1946,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31291,10027,15 WEST 124 STREET,8,P,7569,12076,1,0,1,75,75,76950,335250,1946,1986,1,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31292,10027,9 WEST 124 STREET,8,C,4743,11409,1,0,1,47,47,45900,179100,1910,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Public Facility,Central Harlem
31293,10035,2000 5 AVENUE,3,P,8862,29387,1,24,26,42.25,0,81000,1091700,2004,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Multi Faml. w Elevator,East Harlem
31294,10035,2004 5 AVENUE,1,P,1568,4600,1,1,1,19.58,20,25526,77388,1909,1999,1,3,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,1&2 Faml. ,East Harlem
31295,10035,2008 5 AVENUE,2,P,1937,3656,1,5,5,19.5,20,40354,60798,1910,1988,1,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Multi Faml. ,East Harlem
31296,10035,2010 5 AVENUE,4,P,1381,5183,1,5,6,16.25,16,27243,69985,1909,0,0,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Resi. & Cml.,East Harlem
31297,10035,2014 5 AVENUE,5,P,1417,4380,1,0,2,16.67,16.67,47700,427050,1910,2007,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Cml. & Office,East Harlem
31298,10035,2018 5 AVENUE,4,P,4363,20350,1,24,31,51.33,51,104400,1259550,1940,1988,1,4,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,33969,23972,27424,47759,20371,0.029,14452,11929,0.652,0.104,0.251,0.078,Resi. & Cml.,East Harlem
31299,10027,4 WEST 125 STREET,5,P,3364,12720,1,0,2,33.33,33,109350,1020600,1910,2002,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31300,10027,8 WEST 125 STREET,5,P,6728,25576,1,0,7,66.67,67,219150,2510100,1920,0,0,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Cml. & Office,Central Harlem
31301,10027,16 WEST 125 STREET,4,P,3785,15335,1,8,10,37.5,38,37633,224225,1900,1987,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31302,10027,20 WEST 125 STREET,4,P,1892,5340,1,2,4,18.75,19,85068,200955,1910,2004,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31303,10027,24 WEST 125 STREET,4,P,4415,17237,1,23,25,43.75,44,91800,689400,1900,1989,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31304,10027,28 WEST 125 STREET,4,P,4415,17237,1,23,25,43.75,44,91800,555750,1900,1989,1,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31306,10027,44 WEST 125 STREET,4,P,2102,5400,1,0,7,20.83,20.83,51750,251100,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31307,10027,48 WEST 125 STREET,2,P,1576,4113,1,6,6,15.58,15.58,48592,76638,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Multi Faml. ,Central Harlem
31308,10027,52 WEST 125 STREET,4,P,1576,5568,1,3,5,15.58,16,54924,106774,1910,1988,1,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31309,10027,54 WEST 125 STREET,4,P,2876,9180,1,6,8,28.5,28,145708,194277,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
31310,10027,56 WEST 125 STREET,4,P,2018,5192,1,6,8,20,20,74456,133467,1910,0,0,7.52,6,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,59707,68707,40782,70034,26953,0.067,25538,19698,0.819,0.066,0.275,0.063,Resi. & Cml.,Central Harlem
