,AssessTot,LotArea,BldgArea,LotFront,BldgFront,ResidFAR,CommFAR,FacilFAR,YearBuilt,IfAlter,Central Harlem,Chelsea and Clinton,East Harlem,Gramercy Park and Murray Hill,Greenwich Village and Soho,Lower Manhattan,Lower East Side,Upper East Side,Upper West Side,Inwood and Washington Heights,LandUse_01,LandUse_02,LandUse_03,LandUse_04,LandUse_05,LandUse_06,LandUse_07,LandUse_08,LandUse_09,LandUse_10,OwnerType_C,OwnerType_M,OwnerType_O,OwnerType_P,OwnerType_X
18160,28704600.0,16677.0,231733.0,133.42,124.0,10.0,0.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18165,5332050.0,17510.0,42674.0,174.37,174.0,10.0,10.0,10.0,1901.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18168,37439100.0,25117.0,301000.0,200.83,62.5,10.0,10.0,10.0,1974.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18169,12983400.0,15075.0,133835.0,100.0,100.0,10.0,10.0,10.0,1991.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18171,33402600.0,47698.0,347053.0,375.0,220.0,10.0,10.0,10.0,1985.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18174,10605600.0,10042.0,129885.0,100.0,100.0,10.0,10.0,10.0,1978.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18176,8499150.0,12552.0,74013.0,125.0,125.0,10.0,10.0,10.0,1917.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18177,10565100.0,15059.0,99769.0,100.5,94.0,10.0,10.0,10.0,1978.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18178,3946050.0,5021.0,42857.0,50.0,50.0,6.02,0.0,6.5,1906.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18179,3339900.0,5021.0,22302.0,50.0,50.0,6.02,0.0,6.5,1904.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18182,6872850.0,7532.0,61568.0,75.0,75.0,6.02,0.0,6.5,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18185,14262300.0,10041.0,117150.0,100.42,99.0,10.0,0.0,10.0,1929.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18186,6391350.0,12060.0,11755.0,100.42,86.0,10.0,0.0,10.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18187,2140200.0,5523.0,10438.0,55.0,25.0,6.02,0.0,6.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18189,230630.0,1808.0,5945.0,18.0,18.0,6.02,0.0,6.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18191,85994.0,1908.0,6065.0,19.0,19.0,6.02,0.0,6.5,1910.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18192,5522850.0,9896.0,32744.0,98.5,99.0,6.02,0.0,6.5,1949.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18203,25375521.0,15063.0,218996.0,0.34,150.0,10.0,10.0,10.0,1983.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18204,3063600.0,3013.0,13525.0,30.0,30.0,7.52,2.0,7.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18216,532227.0,2510.0,8366.0,25.0,25.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18217,432962.0,2008.0,7095.0,20.0,20.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18219,518921.0,1908.0,6359.0,19.0,19.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18223,410277.0,1707.0,4910.0,17.0,17.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18238,1466100.0,2510.0,8660.0,25.0,25.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18239,329400.0,2410.0,8360.0,24.0,24.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18240,658350.0,2310.0,7476.0,23.0,23.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18245,347126.0,2008.0,6120.0,20.0,20.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18252,1982700.0,3013.0,12905.0,30.0,30.0,7.52,2.0,7.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18256,374017.0,1607.0,4823.0,16.0,16.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18257,4882950.0,7096.0,30180.0,100.42,20.0,7.52,2.0,7.5,1890.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18268,232243.0,2008.0,6340.0,20.0,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18272,574520.0,2310.0,7692.0,23.0,23.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18279,6038550.0,10845.0,19485.0,100.42,100.42,10.0,0.0,10.0,1897.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18286,6547500.0,7983.0,58361.0,79.5,80.0,4.0,0.0,4.0,1916.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18299,701742.0,1443.0,6870.0,20.42,20.0,7.52,2.0,7.5,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18310,1652850.0,2500.0,9735.0,25.0,25.0,7.52,2.0,7.5,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18312,512383.0,2008.0,6248.0,20.0,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18324,599232.0,2008.0,7030.0,20.0,20.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18329,521293.0,2209.0,8085.0,22.0,22.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18336,445050.0,2008.0,5072.0,20.0,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
18338,493550.0,1808.0,5520.0,18.0,18.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18343,516600.0,2008.0,4932.0,20.0,20.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18344,497009.0,2008.0,4932.0,20.0,20.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18355,3698100.0,7550.0,22925.0,100.0,100.0,7.52,2.0,7.5,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18369,2930850.0,8275.0,23872.0,81.0,20.0,7.52,2.0,7.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18378,722503.0,1992.0,6701.0,19.5,19.58,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18381,487061.0,1937.0,4804.0,18.96,19.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18382,5660100.0,10745.0,71907.0,107.08,107.0,4.0,0.0,4.0,1923.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18391,3677850.0,4597.0,25080.0,45.0,45.0,10.0,0.0,10.0,1920.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18395,13342950.0,10217.0,14360.0,0.23,100.0,10.0,0.0,10.0,1926.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18396,6164550.0,5108.0,30269.0,50.0,50.0,10.0,0.0,10.0,1925.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18397,5479650.0,5108.0,51360.0,50.0,50.0,10.0,0.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18399,66919050.0,48490.0,625517.0,224.75,200.0,4.0,0.0,4.0,1964.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18409,5641200.0,5108.0,34869.0,50.0,50.0,7.52,2.0,7.5,1920.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18411,152214.0,1720.0,5802.0,16.83,17.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18415,835718.0,2043.0,8100.0,20.0,20.0,7.52,2.0,7.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18416,376489.0,2043.0,5062.0,20.0,20.0,7.52,2.0,7.5,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18418,417171.0,2003.0,5274.0,20.0,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18434,600217.0,2043.0,11865.0,20.0,20.0,10.0,0.0,10.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18440,1179450.0,2554.0,8320.0,25.0,25.0,4.0,0.0,4.0,1915.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18442,1207800.0,2554.0,9518.0,25.0,25.0,4.0,0.0,4.0,1926.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18443,2126700.0,5108.0,18940.0,50.0,50.0,4.0,0.0,4.0,1902.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18445,1026900.0,2554.0,8620.0,25.0,25.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18448,1060200.0,2554.0,8599.0,25.0,25.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18449,2128950.0,5109.0,16919.0,50.0,50.0,4.0,0.0,4.0,1902.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18450,867100.0,2554.0,10934.0,25.0,25.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18452,310548.0,2043.0,5052.0,20.0,20.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18458,2833650.0,4800.0,17691.0,48.0,30.0,7.52,2.0,7.5,1890.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18472,238188.0,2733.0,9030.0,25.0,25.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18480,54055800.0,33612.0,490265.0,204.33,204.0,10.0,0.0,10.0,1930.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18503,9036450.0,10217.0,52388.0,102.17,51.0,7.52,2.0,7.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18514,678150.0,2350.0,7819.0,23.0,23.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18515,362009.0,2146.0,6763.0,21.0,21.0,4.0,0.0,4.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18530,658135.0,2350.0,8558.0,23.0,23.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18533,7631550.0,15326.0,15920.0,102.17,102.17,10.0,0.0,10.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18544,432062.0,2043.0,6640.0,20.0,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18549,760950.0,2146.0,7106.0,21.0,21.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18553,538268.0,1839.0,5675.0,18.0,18.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18564,432433.0,2043.0,4604.0,20.0,20.0,7.52,2.0,7.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18581,368655.0,2554.0,8204.0,25.0,25.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18582,23320350.0,43421.0,155933.0,204.33,200.0,10.0,0.0,10.0,1938.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18584,6205950.0,5108.0,58723.0,50.0,50.0,10.0,0.0,10.0,1926.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18585,3205350.0,6200.0,26910.0,59.25,59.0,10.0,0.0,10.0,1921.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18586,18832500.0,14493.0,162676.0,140.67,127.0,10.0,0.0,10.0,1928.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18594,384588450.0,738000.0,1161129.0,800.0,400.0,0.0,0.0,0.0,1998.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18595,46348650.0,69218.0,284695.0,200.83,201.0,10.0,10.0,10.0,1955.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
18596,7375050.0,18057.0,44628.0,228.0,170.0,10.0,10.0,10.0,1931.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18597,15036750.0,38095.0,47121.0,132.87,133.0,10.0,10.0,10.0,1885.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18598,3028950.0,6094.0,28000.0,93.75,77.0,10.0,10.0,10.0,1917.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18601,35480700.0,60154.0,89560.0,431.67,165.0,10.0,10.0,10.0,1967.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18602,157909050.0,194620.0,1025320.0,622.33,0.0,10.0,10.0,10.0,1950.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18605,1142550.0,10996.0,12350.0,109.5,95.0,10.0,10.0,10.0,1987.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
18606,55089450.0,9642.0,461229.0,90.42,99.83,10.0,10.0,10.0,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18608,287705250.0,316430.0,257400.0,709.0,260.0,10.0,10.0,10.0,1964.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18609,66320550.0,58204.0,260453.0,221.75,198.0,10.0,10.0,10.0,1964.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18610,43183800.0,106440.0,58219.0,530.0,77.0,0.0,0.0,0.0,1964.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18611,70959600.0,69438.0,221536.0,229.0,184.42,10.0,10.0,10.0,1964.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18612,57924900.0,28456.0,447870.0,155.37,100.0,10.0,10.0,10.0,1948.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18613,126020700.0,98581.0,360120.0,232.25,200.0,10.0,10.0,10.0,1968.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18615,3711150.0,7632.0,6498.0,76.0,62.0,10.0,10.0,10.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18616,13255650.0,3879.0,7758.0,45.46,45.0,10.0,10.0,10.0,1962.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
18619,36064800.0,31450.0,386850.0,150.58,150.58,10.0,10.0,10.0,1962.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18624,20502000.0,15263.0,186737.0,152.0,152.0,10.0,10.0,10.0,1975.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18625,3221100.0,5017.0,24946.0,50.17,50.17,10.0,10.0,10.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18629,73889550.0,30125.0,568001.0,200.83,201.0,10.0,10.0,10.0,1986.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18630,6922800.0,9417.0,44220.0,100.0,96.0,10.0,10.0,10.0,1978.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18632,2744550.0,5020.0,24370.0,50.0,50.0,10.0,10.0,10.0,1926.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18634,10376101.0,5884.0,64717.0,0.13,56.0,10.0,10.0,10.0,1985.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18639,1170000.0,1634.0,7762.0,20.42,20.0,7.52,2.0,7.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18646,486450.0,2008.0,4292.0,20.0,20.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18647,3991050.0,10056.0,7800.0,100.0,100.0,4.0,0.0,4.0,1961.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18650,89460929.0,65127.0,617105.0,225.75,225.0,10.0,3.4,10.0,1965.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18651,29764805.0,24310.0,209555.0,123.71,124.0,4.0,0.0,4.0,1987.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18652,6218100.0,6850.0,48606.0,42.5,42.5,10.0,3.4,10.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18657,201921.0,1908.0,5615.0,19.0,19.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18672,328221.0,1858.0,5344.0,18.5,19.0,4.0,0.0,4.0,1920.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18684,15876904.0,10042.0,73400.0,0.23,100.0,7.52,2.0,7.5,1903.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18687,1023300.0,2000.0,6396.0,19.92,20.0,4.0,0.0,4.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18691,6863400.0,9791.0,75313.0,97.5,100.0,4.0,0.0,4.0,1928.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18699,305745.0,1808.0,4775.0,18.0,18.0,7.52,2.0,7.5,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18713,5679450.0,8034.0,57086.0,80.0,80.0,4.0,0.0,4.0,1920.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18714,7801200.0,15565.0,52086.0,75.0,75.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18716,189864.0,2008.0,6956.0,20.0,20.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18722,910350.0,3213.0,12800.0,32.0,32.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18723,10344154.0,11247.0,98110.0,0.25,0.0,4.0,0.0,4.0,1927.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18729,6399450.0,10200.0,75144.0,100.0,100.0,4.0,0.0,4.0,1923.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18732,134187.0,1941.0,5709.0,19.0,19.0,4.0,0.0,4.0,1900.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18733,1848150.0,4393.0,3564.0,43.0,40.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18736,6118650.0,5808.0,58491.0,64.0,64.0,7.52,2.0,7.5,1905.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18737,661338.0,1493.0,5452.0,20.0,20.0,7.52,2.0,7.5,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18739,4277250.0,5108.0,50590.0,50.0,50.0,10.0,3.4,10.0,1918.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18741,2853450.0,7662.0,40982.0,75.0,50.0,10.0,3.4,10.0,1916.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18747,9238950.0,16347.0,56980.0,160.0,20.0,10.0,3.4,10.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18749,983643.0,2146.0,10620.0,21.0,21.0,10.0,3.4,10.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18751,5073750.0,6028.0,59210.0,59.0,59.0,10.0,3.4,10.0,1911.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18753,547513.0,2384.0,7755.0,23.33,23.33,10.0,3.4,10.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18754,5634000.0,3065.0,6010.0,30.0,30.0,10.0,3.4,10.0,1938.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
18765,766584.0,2043.0,7203.0,20.0,20.0,10.0,3.4,10.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18774,1017450.0,1890.0,5740.0,18.5,19.0,10.0,3.4,10.0,1926.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18779,709191.0,2554.0,7968.0,25.0,25.0,10.0,3.4,10.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18784,375140.0,1839.0,4890.0,18.0,18.0,10.0,3.4,10.0,1910.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18785,1911816.0,5108.0,26596.0,50.0,50.0,10.0,3.4,10.0,1910.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
18797,426666.0,1992.0,4604.0,19.5,20.0,4.0,0.0,4.0,1900.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
